2021-01-07 16:04:40 - PHP Warning:  unlink(/home/azhkhn/public_html/protidin.com.bd/system/storage/cache/cache.store.1610039079): No such file or directory in /home/azhkhn/public_html/protidin.com.bd/system/library/cache/file.php on line 68
2021-01-07 16:09:42 - PHP Warning:  count(): Parameter must be an array or an object that implements Countable in /home/azhkhn/public_html/protidin.com.bd/system/storage/vendor/scssphp/scssphp/src/Compiler.php on line 2388
2021-01-07 16:09:42 - PHP Warning:  end() expects parameter 1 to be array, null given in /home/azhkhn/public_html/protidin.com.bd/system/storage/vendor/scssphp/scssphp/src/Compiler.php on line 2387
2021-01-07 16:09:42 - PHP Warning:  count(): Parameter must be an array or an object that implements Countable in /home/azhkhn/public_html/protidin.com.bd/system/storage/vendor/scssphp/scssphp/src/Compiler.php on line 2388
2021-01-07 16:09:42 - PHP Warning:  Cannot modify header information - headers already sent by (output started at /home/azhkhn/public_html/protidin.com.bd/admin/controller/startup/error.php:34) in /home/azhkhn/public_html/protidin.com.bd/system/library/response.php on line 36
2021-01-07 16:13:01 - PHP Warning:  mkdir(): File exists in /home/azhkhn/public_html/protidin.com.bd/catalog/controller/extension/module/so_filter_shop_by.php on line 218
2021-01-09 18:36:13 - PHP Warning:  unlink(/home/azhkhn/public_html/protidin.com.bd/system/storage/cache/cache.catalog.language.1610220971): No such file or directory in /home/azhkhn/public_html/protidin.com.bd/system/library/cache/file.php on line 68
2021-01-13 4:55:52 - PHP Notice:  Undefined offset: 0 in /home/azhkhn/public_html/protidin.com.bd/catalog/controller/extension/module/so_filter_shop_by.php on line 141
2021-01-16 11:53:40 - PHP Notice:  Undefined offset: 0 in /home/azhkhn/public_html/protidin.com.bd/catalog/controller/extension/module/so_filter_shop_by.php on line 141
2021-01-16 15:26:20 - PHP Notice:  Undefined offset: 0 in /home/azhkhn/public_html/protidin.com.bd/catalog/controller/extension/module/so_filter_shop_by.php on line 141
2021-01-19 12:36:32 - PHP Notice:  Array to string conversion in /opt/lampp/htdocs/protidin/admin/model/setting/setting.php on line 66
2021-01-19 12:36:32 - PHP Notice:  Array to string conversion in /opt/lampp/htdocs/protidin/admin/model/setting/setting.php on line 67
2021-01-19 12:36:32 - PHP Notice:  Array to string conversion in /opt/lampp/htdocs/protidin/admin/model/setting/setting.php on line 68
2021-01-19 12:36:32 - PHP Notice:  Array to string conversion in /opt/lampp/htdocs/protidin/admin/model/setting/setting.php on line 69
2021-01-19 12:36:51 - PHP Notice:  Array to string conversion in /opt/lampp/htdocs/protidin/admin/model/setting/setting.php on line 66
2021-01-19 12:36:51 - PHP Notice:  Array to string conversion in /opt/lampp/htdocs/protidin/admin/model/setting/setting.php on line 67
2021-01-19 12:36:51 - PHP Notice:  Array to string conversion in /opt/lampp/htdocs/protidin/admin/model/setting/setting.php on line 68
2021-01-19 12:36:51 - PHP Notice:  Array to string conversion in /opt/lampp/htdocs/protidin/admin/model/setting/setting.php on line 69
2021-01-19 12:37:35 - PHP Notice:  Array to string conversion in /opt/lampp/htdocs/protidin/admin/model/setting/setting.php on line 66
2021-01-19 12:37:35 - PHP Notice:  Array to string conversion in /opt/lampp/htdocs/protidin/admin/model/setting/setting.php on line 67
2021-01-19 12:37:35 - PHP Notice:  Array to string conversion in /opt/lampp/htdocs/protidin/admin/model/setting/setting.php on line 68
2021-01-19 12:37:35 - PHP Notice:  Array to string conversion in /opt/lampp/htdocs/protidin/admin/model/setting/setting.php on line 69
2021-01-19 12:39:54 - PHP Notice:  Array to string conversion in /opt/lampp/htdocs/protidin/admin/model/setting/setting.php on line 66
2021-01-19 12:39:54 - PHP Notice:  Array to string conversion in /opt/lampp/htdocs/protidin/admin/model/setting/setting.php on line 67
2021-01-19 12:39:54 - PHP Notice:  Array to string conversion in /opt/lampp/htdocs/protidin/admin/model/setting/setting.php on line 68
2021-01-19 12:39:54 - PHP Notice:  Array to string conversion in /opt/lampp/htdocs/protidin/admin/model/setting/setting.php on line 69
2021-01-19 14:20:47 - PHP Notice:  Array to string conversion in /opt/lampp/htdocs/protidin/admin/model/setting/setting.php on line 69
2021-01-20 5:39:07 - PHP Warning:  unlink(/opt/lampp/htdocs/protidin/system/storage/cache/cache.catalog.language.1611124747): No such file or directory in /opt/lampp/htdocs/protidin/system/library/cache/file.php on line 68
2021-01-20 5:39:51 - PHP Warning:  unlink(/opt/lampp/htdocs/protidin/system/storage/cache/cache.catalog.language.1611124791): No such file or directory in /opt/lampp/htdocs/protidin/system/library/cache/file.php on line 68
2021-01-20 5:40:21 - PHP Warning:  unlink(/opt/lampp/htdocs/protidin/system/storage/cache/cache.catalog.language.1611124821): No such file or directory in /opt/lampp/htdocs/protidin/system/library/cache/file.php on line 68
2021-01-20 5:40:45 - PHP Notice:  Undefined index: deduction_rate in /opt/lampp/htdocs/protidin/system/storage/modification/catalog/controller/common/cart.php on line 60
2021-01-20 5:40:45 - PHP Notice:  Undefined index: deduction_rate in /opt/lampp/htdocs/protidin/system/storage/modification/catalog/controller/common/cart.php on line 163
2021-01-20 5:40:45 - PHP Notice:  Undefined index: deduction_rate in /opt/lampp/htdocs/protidin/system/storage/modification/catalog/controller/common/cart.php on line 60
2021-01-20 5:40:45 - PHP Notice:  Undefined index: deduction_rate in /opt/lampp/htdocs/protidin/system/storage/modification/catalog/controller/common/cart.php on line 163
2021-01-20 5:40:45 - PHP Notice:  Undefined index: deduction_rate in /opt/lampp/htdocs/protidin/system/storage/modification/catalog/controller/common/cart.php on line 60
2021-01-20 5:40:45 - PHP Notice:  Undefined index: deduction_rate in /opt/lampp/htdocs/protidin/system/storage/modification/catalog/controller/common/cart.php on line 163
2021-01-20 5:40:45 - PHP Notice:  Undefined index: deduction_rate in /opt/lampp/htdocs/protidin/system/storage/modification/catalog/controller/common/cart.php on line 60
2021-01-20 5:40:45 - PHP Notice:  Undefined index: deduction_rate in /opt/lampp/htdocs/protidin/system/storage/modification/catalog/controller/common/cart.php on line 163
2021-01-20 5:45:15 - PHP Notice:  Undefined index: deduction_rate in /opt/lampp/htdocs/protidin/system/storage/modification/catalog/controller/common/cart.php on line 60
2021-01-20 5:45:15 - PHP Notice:  Undefined index: deduction_rate in /opt/lampp/htdocs/protidin/system/storage/modification/catalog/controller/common/cart.php on line 163
2021-01-20 5:45:15 - PHP Notice:  Undefined index: deduction_rate in /opt/lampp/htdocs/protidin/system/storage/modification/catalog/controller/common/cart.php on line 60
2021-01-20 5:45:15 - PHP Notice:  Undefined index: deduction_rate in /opt/lampp/htdocs/protidin/system/storage/modification/catalog/controller/common/cart.php on line 163
2021-01-20 5:45:25 - PHP Notice:  Undefined index: deduction_rate in /opt/lampp/htdocs/protidin/system/storage/modification/catalog/controller/checkout/cart.php on line 383
2021-01-20 5:45:37 - PHP Notice:  Undefined index: deduction_rate in /opt/lampp/htdocs/protidin/system/storage/modification/catalog/controller/checkout/cart.php on line 383
2021-01-20 5:45:47 - PHP Notice:  Undefined index: deduction_rate in /opt/lampp/htdocs/protidin/system/storage/modification/catalog/controller/checkout/cart.php on line 383
2021-01-20 5:46:09 - PHP Notice:  Undefined index: deduction_rate in /opt/lampp/htdocs/protidin/system/storage/modification/catalog/controller/common/cart.php on line 60
2021-01-20 5:46:09 - PHP Notice:  Undefined index: deduction_rate in /opt/lampp/htdocs/protidin/system/storage/modification/catalog/controller/common/cart.php on line 163
2021-01-20 5:46:09 - PHP Notice:  Undefined index: deduction_rate in /opt/lampp/htdocs/protidin/system/storage/modification/catalog/controller/common/cart.php on line 60
2021-01-20 5:46:09 - PHP Notice:  Undefined index: deduction_rate in /opt/lampp/htdocs/protidin/system/storage/modification/catalog/controller/common/cart.php on line 163
2021-01-20 5:58:39 - PHP Notice:  Undefined index: deduction_rate in /opt/lampp/htdocs/protidin/system/storage/modification/catalog/controller/common/cart.php on line 60
2021-01-20 5:58:39 - PHP Notice:  Undefined index: deduction_rate in /opt/lampp/htdocs/protidin/system/storage/modification/catalog/controller/common/cart.php on line 163
2021-01-20 5:58:39 - PHP Notice:  Undefined index: deduction_rate in /opt/lampp/htdocs/protidin/system/storage/modification/catalog/controller/common/cart.php on line 60
2021-01-20 5:58:39 - PHP Notice:  Undefined index: deduction_rate in /opt/lampp/htdocs/protidin/system/storage/modification/catalog/controller/common/cart.php on line 163
2021-01-20 5:59:45 - PHP Notice:  Undefined index: deduction_rate in /opt/lampp/htdocs/protidin/system/storage/modification/catalog/controller/common/cart.php on line 60
2021-01-20 5:59:45 - PHP Notice:  Undefined index: deduction_rate in /opt/lampp/htdocs/protidin/system/storage/modification/catalog/controller/common/cart.php on line 163
2021-01-20 5:59:45 - PHP Notice:  Undefined index: deduction_rate in /opt/lampp/htdocs/protidin/system/storage/modification/catalog/controller/common/cart.php on line 60
2021-01-20 5:59:45 - PHP Notice:  Undefined index: deduction_rate in /opt/lampp/htdocs/protidin/system/storage/modification/catalog/controller/common/cart.php on line 163
